1 -1 1 -1 1
1 -0.99 0.97015 -0.940747 0.902233
1 -0.98 0.9406 -0.88298 0.808861
1 -0.97 0.91135 -0.826682 0.719781
1 -0.96 0.8824 -0.77184 0.634891
1 -0.95 0.85375 -0.718437 0.55409
1 -0.94 0.8254 -0.66646 0.477277
1 -0.93 0.79735 -0.615892 0.404353
1 -0.92 0.7696 -0.56672 0.335219
1 -0.91 0.74215 -0.518927 0.26978
1 -0.9 0.715 -0.4725 0.207937
1 -0.89 0.68815 -0.427422 0.149598
1 -0.88 0.6616 -0.38368 0.0946672
1 -0.87 0.63535 -0.341257 0.043052
1 -0.86 0.6094 -0.30014 -0.0053393
1 -0.85 0.58375 -0.260312 -0.0505977
1 -0.84 0.5584 -0.22176 -0.0928128
1 -0.83 0.53335 -0.184467 -0.132073
1 -0.82 0.5086 -0.14842 -0.168467
1 -0.81 0.48415 -0.113602 -0.202081
1 -0.8 0.46 -0.08 -0.233
1 -0.79 0.43615 -0.0475975 -0.261309
1 -0.78 0.4126 -0.01638 -0.287091
1 -0.77 0.38935 0.0136675 -0.310429
1 -0.76 0.3664 0.04256 -0.331405
1 -0.75 0.34375 0.0703125 -0.350098
1 -0.74 0.3214 0.09694 -0.366587
1 -0.73 0.29935 0.122458 -0.380952
1 -0.72 0.2776 0.14688 -0.393269
1 -0.71 0.25615 0.170223 -0.403614
1 -0.7 0.235 0.1925 -0.412063
1 -0.69 0.21415 0.213728 -0.418688
1 -0.68 0.1936 0.23392 -0.423565
1 -0.67 0.17335 0.253093 -0.426763
1 -0.66 0.1534 0.27126 -0.428355
1 -0.65 0.13375 0.288438 -0.42841
1 -0.64 0.1144 0.30464 -0.426997
1 -0.63 0.09535 0.319883 -0.424183
1 -0.62 0.0766 0.33418 -0.420035
1 -0.61 0.05815 0.347548 -0.414619
1 -0.6 0.04 0.36 -0.408
1 -0.59 0.02215 0.371553 -0.40024
1 -0.58 0.0046 0.38222 -0.391403
1 -0.57 -0.01265 0.392018 -0.38155
1 -0.56 -0.0296 0.40096 -0.370741
1 -0.55 -0.04625 0.409063 -0.359035
1 -0.54 -0.0626 0.41634 -0.346491
1 -0.53 -0.07865 0.422808 -0.333166
1 -0.52 -0.0944 0.42848 -0.319117
1 -0.51 -0.10985 0.433373 -0.304397
1 -0.5 -0.125 0.4375 -0.289062
1 -0.49 -0.13985 0.440878 -0.273165
1 -0.48 -0.1544 0.44352 -0.256757
1 -0.47 -0.16865 0.445443 -0.239889
1 -0.46 -0.1826 0.44666 -0.222611
1 -0.45 -0.19625 0.447187 -0.204973
1 -0.44 -0.2096 0.44704 -0.187021
1 -0.43 -0.22265 0.446232 -0.168802
1 -0.42 -0.2354 0.44478 -0.150363
1 -0.41 -0.24785 0.442697 -0.131748
1 -0.4 -0.26 0.44 -0.113
1 -0.39 -0.27185 0.436702 -0.094162
1 -0.38 -0.2834 0.43282 -0.0752753
1 -0.37 -0.29465 0.428367 -0.0563805
1 -0.36 -0.3056 0.42336 -0.0375168
1 -0.35 -0.31625 0.417812 -0.0187227
1 -0.34 -0.3266 0.41174 -3.53e-005
1 -0.33 -0.33665 0.405157 0.018509
1 -0.32 -0.3464 0.39808 0.0368752
1 -0.31 -0.35585 0.390522 0.055029
1 -0.3 -0.365 0.3825 0.0729375
1 -0.29 -0.37385 0.374027 0.0905685
1 -0.28 -0.3824 0.36512 0.107891
1 -0.27 -0.39065 0.355792 0.124876
1 -0.26 -0.3986 0.34606 0.141493
1 -0.25 -0.40625 0.335937 0.157715
1 -0.24 -0.4136 0.32544 0.173515
1 -0.23 -0.42065 0.314582 0.188868
1 -0.22 -0.4274 0.30338 0.203749
1 -0.21 -0.43385 0.291847 0.218134
1 -0.2 -0.44 0.28 0.232
1 -0.19 -0.44585 0.267852 0.245327
1 -0.18 -0.4514 0.25542 0.258093
1 -0.17 -0.45665 0.242717 0.270279
1 -0.16 -0.4616 0.22976 0.281867
1 -0.15 -0.46625 0.216562 0.29284
1 -0.14 -0.4706 0.20314 0.303181
1 -0.13 -0.47465 0.189507 0.312875
1 -0.12 -0.4784 0.17568 0.321907
1 -0.11 -0.48185 0.161672 0.330266
1 -0.1 -0.485 0.1475 0.337938
1 -0.09 -0.48785 0.133177 0.344912
1 -0.08 -0.4904 0.11872 0.351179
1 -0.07 -0.49265 0.104142 0.35673
1 -0.06 -0.4946 0.08946 0.361557
1 -0.05 -0.49625 0.0746875 0.365652
1 -0.04 -0.4976 0.05984 0.369011
1 -0.03 -0.49865 0.0449325 0.371629
1 -0.02 -0.4994 0.02998 0.373501
1 -0.01 -0.49985 0.0149975 0.374625
1 7.5287e-016 -0.5 -1.1293e-015 0.375
1 0.01 -0.49985 -0.0149975 0.374625
1 0.02 -0.4994 -0.02998 0.373501
1 0.03 -0.49865 -0.0449325 0.371629
1 0.04 -0.4976 -0.05984 0.369011
1 0.05 -0.49625 -0.0746875 0.365652
1 0.06 -0.4946 -0.08946 0.361557
1 0.07 -0.49265 -0.104143 0.35673
1 0.08 -0.4904 -0.11872 0.351179
1 0.09 -0.48785 -0.133178 0.344912
1 0.1 -0.485 -0.1475 0.337937
1 0.11 -0.48185 -0.161673 0.330266
1 0.12 -0.4784 -0.17568 0.321907
1 0.13 -0.47465 -0.189508 0.312875
1 0.14 -0.4706 -0.20314 0.303181
1 0.15 -0.46625 -0.216563 0.29284
1 0.16 -0.4616 -0.22976 0.281867
1 0.17 -0.45665 -0.242718 0.270279
1 0.18 -0.4514 -0.25542 0.258093
1 0.19 -0.44585 -0.267853 0.245327
1 0.2 -0.44 -0.28 0.232
1 0.21 -0.43385 -0.291848 0.218134
1 0.22 -0.4274 -0.30338 0.203749
1 0.23 -0.42065 -0.314583 0.188868
1 0.24 -0.4136 -0.32544 0.173515
1 0.25 -0.40625 -0.335938 0.157715
1 0.26 -0.3986 -0.34606 0.141493
1 0.27 -0.39065 -0.355793 0.124876
1 0.28 -0.3824 -0.36512 0.107891
1 0.29 -0.37385 -0.374028 0.0905685
1 0.3 -0.365 -0.3825 0.0729375
1 0.31 -0.35585 -0.390523 0.055029
1 0.32 -0.3464 -0.39808 0.0368752
1 0.33 -0.33665 -0.405158 0.018509
1 0.34 -0.3266 -0.41174 -3.53e-005
1 0.35 -0.31625 -0.417813 -0.0187227
1 0.36 -0.3056 -0.42336 -0.0375168
1 0.37 -0.29465 -0.428368 -0.0563805
1 0.38 -0.2834 -0.43282 -0.0752753
1 0.39 -0.27185 -0.436703 -0.094162
1 0.4 -0.26 -0.44 -0.113
1 0.41 -0.24785 -0.442698 -0.131748
1 0.42 -0.2354 -0.44478 -0.150363
1 0.43 -0.22265 -0.446233 -0.168802
1 0.44 -0.2096 -0.44704 -0.187021
1 0.45 -0.19625 -0.447187 -0.204973
1 0.46 -0.1826 -0.44666 -0.222611
1 0.47 -0.16865 -0.445442 -0.239889
1 0.48 -0.1544 -0.44352 -0.256757
1 0.49 -0.13985 -0.440877 -0.273165
1 0.5 -0.125 -0.4375 -0.289063
1 0.51 -0.10985 -0.433372 -0.304397
1 0.52 -0.0944 -0.42848 -0.319117
1 0.53 -0.07865 -0.422807 -0.333166
1 0.54 -0.0626 -0.41634 -0.346491
1 0.55 -0.04625 -0.409062 -0.359035
1 0.56 -0.0296 -0.40096 -0.370741
1 0.57 -0.01265 -0.392017 -0.38155
1 0.58 0.0046 -0.38222 -0.391403
1 0.59 0.02215 -0.371552 -0.40024
1 0.6 0.04 -0.36 -0.408
1 0.61 0.05815 -0.347547 -0.414619
1 0.62 0.0766 -0.33418 -0.420035
1 0.63 0.09535 -0.319882 -0.424183
1 0.64 0.1144 -0.30464 -0.426997
1 0.65 0.13375 -0.288437 -0.42841
1 0.66 0.1534 -0.27126 -0.428355
1 0.67 0.17335 -0.253092 -0.426763
1 0.68 0.1936 -0.23392 -0.423565
1 0.69 0.21415 -0.213727 -0.418688
1 0.7 0.235 -0.1925 -0.412062
1 0.71 0.25615 -0.170222 -0.403614
1 0.72 0.2776 -0.14688 -0.393269
1 0.73 0.29935 -0.122457 -0.380952
1 0.74 0.3214 -0.09694 -0.366587
1 0.75 0.34375 -0.0703125 -0.350098
1 0.76 0.3664 -0.04256 -0.331405
1 0.77 0.38935 -0.0136675 -0.310429
1 0.78 0.4126 0.01638 -0.287091
1 0.79 0.43615 0.0475975 -0.261309
1 0.8 0.46 0.08 -0.233
1 0.81 0.48415 0.113603 -0.202081
1 0.82 0.5086 0.14842 -0.168467
1 0.83 0.53335 0.184468 -0.132073
1 0.84 0.5584 0.22176 -0.0928128
1 0.85 0.58375 0.260313 -0.0505977
1 0.86 0.6094 0.30014 -0.0053393
1 0.87 0.63535 0.341258 0.043052
1 0.88 0.6616 0.38368 0.0946672
1 0.89 0.68815 0.427423 0.149598
1 0.9 0.715 0.4725 0.207938
1 0.91 0.74215 0.518928 0.26978
1 0.92 0.7696 0.56672 0.335219
1 0.93 0.79735 0.615893 0.404353
1 0.94 0.8254 0.66646 0.477277
1 0.95 0.85375 0.718438 0.55409
1 0.96 0.8824 0.77184 0.634891
1 0.97 0.91135 0.826683 0.719781
1 0.98 0.9406 0.88298 0.808861
1 0.99 0.97015 0.940748 0.902233
